Timestamp	Ah	Voltage (V)	Current (A)	Power (Watt)	Speed (m/s)	Distance (m)	Degree (°)	RPM (Rounds/Minute)	ThO	ThI	AuxA	AuxD	Flgs
22:57:02	1.95	19.41	8.08	156.83	41.96	373.9	28.33	3460.02	0.8	0.02	0.03	0.74	239
22:57:03	3.58	15.31	7.54	115.44	46.05	985.95	25.22	117.73	0.94	0.45	0.58	0.19	193
22:57:04	4.79	11.11	5.38	59.77	84.66	746.51	32.0	2294.1	0.18	0.92	0.93	0.74	51
22:57:05	1.83	12.31	6.96	85.68	76.99	885.63	29.05	2135.09	0.49	0.94	0.99	0.24	70
22:57:06	4.03	14.24	0.74	10.54	11.71	757.21	28.41	1874.32	0.34	0.63	0.95	0.27	142
22:57:07	2.09	18.04	7.29	131.51	30.34	938.45	31.42	4785.92	0.85	0.39	0.02	0.15	124
22:57:08	2.12	19.54	1.05	20.52	86.25	781.23	26.26	4059.37	0.72	0.68	0.67	0.32	7
22:57:09	3.39	13.67	4.83	66.03	32.53	105.0	30.68	460.93	0.33	0.26	0.74	0.1	44
22:57:10	4.55	16.46	5.16	84.93	72.31	238.29	30.72	810.71	0.52	0.33	0.31	0.77	172
22:57:11	2.59	15.94	5.39	85.92	4.43	57.85	30.72	1839.94	0.45	0.37	0.46	0.57	67
22:57:12	1.58	14.45	3.12	45.08	88.07	368.49	30.99	4702.57	0.52	0.9	0.35	0.39	195
22:57:13	2.92	15.32	0.82	12.56	56.1	385.68	31.23	1827.26	0.23	0.85	0.63	0.88	167
22:57:14	1.31	11.17	1.1	12.29	46.82	160.04	31.17	67.59	0.6	0.93	0.32	0.57	122
22:57:15	0.48	13.45	6.1	82.04	39.54	739.99	31.48	418.94	0.41	0.03	1.0	0.74	92
22:57:16	4.36	15.67	2.3	36.04	18.65	98.84	31.07	4363.25	0.9	0.97	0.4	0.08	225
22:57:17	2.48	17.78	7.15	127.13	19.71	863.36	26.56	1427.73	0.6	0.43	0.94	0.97	231
22:57:18	2.96	17.25	1.25	21.56	36.4	497.8	29.44	977.86	0.74	0.92	0.81	0.08	247
22:57:19	2.74	18.08	2.5	45.2	91.38	786.26	31.54	3277.06	0.75	1.0	0.55	0.98	62
22:57:20	1.6	18.32	3.48	63.75	15.78	8.2	26.85	4151.44	0.72	0.65	0.97	0.05	197
22:57:21	1.63	14.68	9.05	132.85	52.51	732.27	28.08	3962.76	0.92	0.13	0.5	1.0	195
22:57:22	0.38	12.83	8.79	112.78	89.25	511.22	27.45	4039.12	0.77	0.08	0.91	0.88	37
22:57:23	1.25	17.45	1.48	25.83	83.64	454.74	29.3	3825.83	0.71	0.68	0.59	0.73	55
22:57:24	0.46	14.33	6.21	88.99	94.69	659.99	26.18	3670.39	0.51	0.54	0.48	0.43	11
22:57:25	4.54	14.93	5.37	80.17	93.86	450.89	26.41	2565.6	0.58	0.17	0.06	0.35	157
22:57:26	4.95	10.1	9.74	98.37	32.96	75.5	29.62	1921.87	0.67	0.02	0.15	0.23	16
22:57:27	2.48	14.82	4.85	71.88	4.77	924.57	30.08	134.31	0.47	0.61	0.79	0.84	240
22:57:28	0.7	13.89	2.26	31.39	44.1	343.15	27.44	1744.61	0.85	0.46	0.27	0.29	129
22:57:29	0.61	14.32	2.0	28.64	20.38	445.53	30.56	1321.48	0.17	0.19	0.49	0.42	117
22:57:30	4.25	17.25	4.42	76.25	14.02	655.99	25.88	335.39	0.19	0.94	0.53	0.28	94
22:57:31	1.75	10.84	4.63	50.19	67.47	173.84	26.87	3499.76	0.63	0.45	0.5	0.95	92
22:57:32	3.01	16.25	6.06	98.47	63.14	506.8	26.72	2022.59	0.51	0.36	0.49	0.11	83
22:57:33	2.95	19.76	6.41	126.66	12.41	750.73	26.6	1995.08	1.0	0.8	0.85	0.71	220
22:57:34	1.9	12.75	2.2	28.05	41.51	605.85	29.53	316.03	0.12	0.53	0.97	0.07	166
22:57:35	4.79	10.3	6.86	70.66	5.79	650.12	26.53	2181.24	0.63	0.8	0.23	0.87	4
22:57:36	2.79	18.62	7.22	134.44	8.82	27.8	25.68	1934.32	0.48	0.75	0.18	0.05	149
22:57:37	1.21	11.16	2.5	27.9	0.76	997.29	26.11	530.98	0.13	0.18	0.37	0.42	201
22:57:38	3.16	16.44	1.97	32.39	76.43	7.69	30.46	4632.21	0.96	0.29	0.43	0.92	20
22:57:39	1.38	15.56	4.93	76.71	69.86	825.9	31.74	338.64	0.52	0.19	0.74	0.37	154
22:57:40	2.42	19.85	8.54	169.52	80.75	889.84	25.38	4017.08	0.17	0.04	0.89	0.05	132
22:57:41	4.79	12.96	8.12	105.24	70.01	183.14	31.17	2180.09	0.32	0.77	0.35	0.17	72
22:57:42	3.43	12.34	7.82	96.5	98.63	543.9	25.51	1750.06	0.76	0.57	0.01	0.74	182
22:57:43	3.54	13.96	6.38	89.06	28.66	836.46	28.64	3264.19	0.87	0.42	0.86	0.09	247
22:57:44	4.35	19.3	9.53	183.93	79.74	173.12	28.97	609.72	0.97	0.17	0.35	0.13	250
22:57:45	4.51	12.05	1.35	16.27	50.55	618.31	31.26	341.71	0.9	0.13	0.03	0.52	43
22:57:46	4.55	12.84	1.57	20.16	81.49	221.98	30.23	516.26	0.12	0.55	0.8	0.02	166
22:57:47	2.04	16.6	2.43	40.34	39.56	895.81	28.5	3686.9	0.87	0.62	0.73	0.06	181
22:57:48	1.5	11.73	8.09	94.9	41.87	833.34	31.72	1421.35	0.85	0.95	0.18	0.86	211
22:57:49	3.66	15.92	8.28	131.82	45.06	669.82	26.48	4382.78	0.98	0.03	0.22	0.85	188
22:57:50	1.01	10.81	4.06	43.89	32.06	104.18	31.05	1071.03	0.59	0.8	0.26	0.04	210
22:57:51	1.45	16.11	1.56	25.13	64.13	258.74	26.57	3760.81	0.88	0.08	0.31	0.12	90
22:57:52	0.82	17.99	2.59	46.59	45.76	862.17	25.14	270.99	0.76	0.91	0.26	0.79	153
22:57:53	1.05	18.71	3.9	72.97	13.42	661.41	31.73	3339.45	0.4	0.79	0.41	0.18	254
22:57:54	2.2	17.31	5.11	88.45	68.31	546.29	30.9	306.94	0.95	0.84	0.05	0.21	213
22:57:55	4.14	14.5	4.27	61.91	94.2	888.74	27.83	3468.8	0.45	0.26	0.31	0.76	44
22:57:56	3.55	13.9	4.23	58.8	96.69	417.6	28.87	4069.59	0.01	0.8	0.98	0.08	212
22:57:57	0.89	14.85	2.8	41.58	94.43	169.88	25.15	1001.73	0.47	0.35	0.7	0.78	31
22:57:58	1.52	19.15	9.15	175.22	59.74	453.18	28.94	3694.82	0.9	0.3	0.65	0.24	132
22:57:59	4.37	14.11	0.98	13.83	67.14	738.51	30.79	1423.79	0.86	0.9	0.19	0.59	250
22:58:00	3.61	17.01	1.19	20.24	64.76	542.58	27.73	1494.76	0.13	0.12	0.44	0.99	183
22:58:01	4.42	14.56	4.23	61.59	5.22	415.98	31.09	3671.18	0.91	0.72	0.93	0.32	232
22:58:02	1.82	14.12	0.62	8.75	27.35	430.21	26.52	4343.22	0.39	0.02	0.51	0.1	186
22:58:03	2.98	16.25	4.84	78.65	38.73	351.95	30.57	3412.63	0.1	0.51	0.68	0.28	206
22:58:04	2.54	14.01	4.01	56.18	11.88	268.82	26.7	2557.77	0.91	0.73	0.29	0.75	163
22:58:05	4.65	12.92	5.03	64.99	59.2	23.76	26.57	877.89	0.03	0.76	0.75	0.14	239
22:58:06	1.13	12.58	8.67	109.07	9.3	897.33	25.13	1899.69	0.23	0.92	0.03	0.12	47
22:58:07	1.51	10.39	3.2	33.25	88.64	317.62	27.08	4540.89	0.55	0.87	0.69	0.99	49
22:58:08	0.42	19.85	0.66	13.1	39.17	857.5	25.63	2699.26	0.19	0.03	0.45	0.64	232
22:58:09	3.64	11.83	8.97	106.12	93.67	581.07	30.24	3948.19	0.77	0.97	0.45	0.5	68
22:58:10	0.26	17.62	3.12	54.97	79.49	295.68	25.99	3891.11	0.87	0.95	0.69	0.92	252
22:58:11	3.56	11.23	0.56	6.29	72.49	688.45	31.1	3923.44	0.77	0.23	0.99	0.91	173
22:58:12	2.34	10.15	1.03	10.45	36.11	602.2	27.77	4098.92	0.64	0.2	0.03	0.82	227
22:58:13	4.76	10.71	5.42	58.05	36.41	434.62	29.34	4422.72	0.61	0.44	0.07	0.38	236
22:58:14	4.82	14.54	3.27	47.55	43.52	569.01	28.76	3191.93	0.95	0.24	0.48	0.69	96
22:58:15	4.54	11.01	5.82	64.08	33.14	760.28	25.31	4542.66	0.96	0.69	0.24	0.9	194
22:58:16	0.5	13.84	9.02	124.84	11.44	610.92	29.26	2947.87	0.42	0.01	0.09	0.11	179
22:58:17	0.48	11.52	4.18	48.15	63.5	609.79	31.07	1233.95	0.9	0.62	0.64	0.37	245
22:58:18	2.21	18.19	7.94	144.43	93.66	275.32	25.71	2538.86	0.04	0.78	0.6	0.61	104
22:58:19	1.52	19.56	9.14	178.78	11.63	83.37	27.9	305.41	0.62	0.5	0.41	0.24	146
22:58:20	0.5	10.75	8.8	94.6	68.04	714.82	27.4	3497.0	0.16	0.03	0.1	0.13	164
22:58:21	2.38	18.87	1.25	23.59	74.23	680.46	25.62	1301.8	0.45	0.86	0.26	0.5	54
22:58:22	3.15	11.84	9.85	116.62	39.19	958.85	29.84	1036.31	0.18	0.22	0.58	0.03	134
22:58:23	0.52	17.48	4.47	78.14	73.15	992.89	29.01	2954.56	0.22	0.17	0.97	0.46	131
22:58:24	0.4	11.45	2.33	26.68	3.44	105.18	29.3	540.09	0.13	0.23	0.09	0.78	212
22:58:25	4.58	12.05	6.9	83.15	73.5	688.42	27.02	2859.77	0.79	0.0	0.02	0.53	60
22:58:26	2.23	18.08	1.39	25.13	10.08	925.4	27.15	1665.97	0.49	0.56	0.67	0.98	180
22:58:27	2.56	16.1	4.8	77.28	33.26	137.42	28.11	813.53	0.6	0.22	0.18	0.72	242
22:58:28	4.55	16.31	7.75	126.4	3.83	893.85	27.9	1242.82	0.66	0.15	0.89	0.39	44
22:58:29	0.46	15.36	1.17	17.97	3.99	906.85	25.03	1919.69	0.15	0.0	0.0	0.03	106
22:58:30	3.21	13.67	6.43	87.9	88.99	518.41	28.22	1846.83	0.27	0.62	0.03	0.5	183
22:58:31	3.06	18.06	3.48	62.85	44.96	881.2	25.3	815.85	0.15	0.71	0.22	0.31	127
22:58:32	2.49	16.56	4.41	73.03	20.79	722.38	29.03	3034.6	0.92	0.63	0.83	0.65	111
22:58:33	0.61	14.6	2.76	40.3	15.65	171.99	30.79	796.39	0.31	0.58	0.08	0.17	44
22:58:34	2.88	15.67	9.98	156.39	28.51	566.53	26.27	648.55	0.79	0.13	0.41	0.38	0
22:58:35	2.42	15.2	2.92	44.38	5.28	598.42	29.08	4617.9	0.82	0.13	0.86	0.02	117
22:58:36	3.91	11.93	6.75	80.53	69.65	329.9	30.9	2512.61	0.01	0.57	0.81	0.32	73
22:58:37	3.55	18.5	2.91	53.84	71.55	74.94	28.84	192.73	0.65	0.65	0.08	0.44	118
22:58:38	1.43	12.79	1.22	15.6	6.2	970.09	31.61	1326.63	0.82	0.28	0.11	0.73	94
22:58:39	2.21	15.19	9.38	142.48	9.65	572.28	31.07	2669.57	0.8	0.01	0.57	0.58	123
22:58:40	1.25	14.91	9.61	143.29	47.99	961.3	29.71	3173.5	0.42	0.42	0.4	0.84	203
22:58:41	0.82	17.69	9.42	166.64	70.63	512.76	25.61	2478.37	0.27	0.6	0.41	0.23	228
22:58:42	2.88	12.34	1.48	18.26	90.14	547.57	25.7	116.8	0.16	0.29	0.76	0.85	81
22:58:43	4.58	18.51	9.06	167.7	89.33	856.26	31.51	2102.2	0.05	0.49	0.02	0.27	211
22:58:44	0.51	11.7	4.97	58.15	32.08	328.08	25.14	4425.09	0.59	0.95	0.13	0.63	250
22:58:46	2.29	16.3	8.13	132.52	68.41	294.49	31.62	2528.23	0.91	0.97	0.06	0.16	111
22:58:47	0.86	17.05	2.87	48.93	10.36	796.02	30.56	377.28	0.07	0.14	0.27	0.81	41
22:58:48	2.56	10.87	9.94	108.05	4.54	749.31	25.22	2115.9	0.39	0.2	0.18	0.1	136
22:58:49	0.13	14.98	8.77	131.37	46.08	948.41	28.73	1962.78	0.18	0.48	0.38	0.41	82
22:58:50	4.17	12.24	5.86	71.73	38.17	798.26	30.57	1592.24	0.28	0.47	0.64	0.13	142
22:58:51	4.0	18.17	8.17	148.45	51.35	244.6	26.18	2307.72	0.45	0.9	0.18	0.86	208
22:58:52	2.94	19.8	3.84	76.03	83.77	181.91	30.85	1856.42	0.97	0.5	0.32	0.24	5
22:58:53	3.96	13.34	2.52	33.62	95.68	719.26	27.78	871.9	0.36	0.16	0.35	0.85	144
22:58:54	4.08	18.9	7.84	148.18	37.6	514.23	27.23	2939.0	0.51	0.74	0.68	0.88	13
22:58:55	1.81	17.97	8.84	158.85	75.73	998.82	28.64	1738.99	0.56	0.35	1.0	0.31	128
22:58:56	1.04	15.38	3.94	60.6	29.54	839.41	25.6	1219.79	0.38	0.02	0.56	0.48	134
22:58:57	3.02	16.85	6.05	101.94	89.05	47.94	30.09	1530.62	0.87	0.78	0.74	0.66	231
22:58:58	4.13	19.54	1.48	28.92	91.29	571.3	28.57	2814.43	0.88	0.74	0.65	0.17	109
22:58:59	0.66	12.65	2.36	29.85	94.12	38.65	28.06	2609.86	0.53	0.74	0.77	0.78	150
22:59:00	3.36	10.1	1.66	16.77	21.51	316.11	25.27	1460.96	0.16	0.81	0.5	0.66	54
22:59:01	2.36	12.07	1.37	16.54	36.84	766.94	28.04	1618.5	0.13	0.72	0.06	0.91	23
22:59:02	4.19	11.06	7.88	87.15	99.54	858.6	26.91	2968.59	0.18	0.09	0.2	0.83	229
22:59:03	0.77	19.19	0.61	11.71	76.57	495.3	31.89	2151.69	0.2	0.72	0.87	0.26	0
22:59:04	0.34	17.12	9.55	163.5	30.85	304.63	31.31	3723.19	0.19	0.05	0.82	0.1	3
22:59:05	0.7	18.68	6.36	118.8	40.16	332.52	25.09	2626.18	0.65	0.53	0.19	0.59	64
22:59:06	1.93	15.67	8.86	138.84	74.13	649.57	30.46	3803.46	0.45	0.36	0.47	0.12	17
22:59:07	2.36	13.54	3.94	53.35	37.86	382.28	31.12	2493.54	0.59	0.2	0.26	0.52	184
22:59:08	1.63	13.51	1.35	18.24	93.93	628.22	26.66	3287.05	0.64	0.57	0.09	0.38	205
22:59:09	3.76	16.27	4.13	67.2	54.26	398.91	28.24	586.46	0.23	0.11	0.43	0.58	178
22:59:10	3.35	15.28	2.17	33.16	25.35	932.02	26.01	1373.56	0.47	0.43	0.44	0.57	251
22:59:11	0.38	10.99	1.23	13.52	88.17	183.1	25.53	3047.3	0.81	0.93	0.36	0.05	71
22:59:12	3.81	13.3	1.78	23.67	72.16	558.74	30.54	4509.67	0.29	0.23	0.65	0.64	97
22:59:13	2.05	19.5	1.47	28.66	55.82	715.83	26.56	2236.62	0.64	0.15	0.36	0.83	157
22:59:14	4.49	10.36	5.19	53.77	18.87	821.87	26.67	4162.8	0.77	0.39	0.84	0.59	202
22:59:15	1.05	15.79	3.9	61.58	57.84	87.25	27.57	171.01	0.03	0.8	0.77	0.8	7
22:59:16	0.29	13.4	6.47	86.7	7.34	67.18	25.5	226.23	0.83	0.74	0.33	0.04	193
22:59:17	4.99	14.21	6.53	92.79	43.85	661.15	29.06	1252.47	0.44	0.15	0.62	0.09	236
22:59:18	0.57	13.09	4.64	60.74	75.04	724.4	25.99	4371.22	0.26	0.54	0.84	0.73	97
22:59:19	1.41	13.53	4.85	65.62	17.4	996.76	27.04	1663.53	0.32	0.63	0.37	0.04	90
22:59:20	2.75	18.48	5.47	101.09	72.35	993.05	31.76	1064.56	0.39	0.83	0.77	0.06	131
22:59:21	3.37	15.61	7.91	123.48	42.74	622.17	31.45	688.62	0.28	0.15	0.78	0.52	239
22:59:22	3.39	13.06	5.24	68.43	0.49	290.46	25.36	2435.46	0.15	0.56	0.7	0.83	30
22:59:23	3.52	18.62	6.87	127.92	48.69	551.52	31.41	2243.92	0.17	0.95	0.87	0.34	109
22:59:24	5.0	19.83	2.77	54.93	17.69	1.47	28.81	2342.85	0.68	0.46	0.89	0.41	63
22:59:25	4.16	10.06	1.32	13.28	0.77	736.21	27.2	1070.31	0.31	0.32	0.69	0.51	173
22:59:26	0.74	17.8	6.79	120.86	54.93	656.15	31.06	83.76	0.48	0.74	0.86	0.68	140
22:59:27	0.13	17.83	8.0	142.64	87.86	612.37	27.77	2522.62	0.59	0.4	0.11	0.05	94
22:59:28	3.92	13.18	8.73	115.06	22.4	209.57	29.58	4653.27	0.84	0.23	0.59	0.36	221
22:59:29	0.92	13.57	7.51	101.91	17.5	587.09	28.18	713.85	0.73	0.62	0.28	0.88	142
22:59:30	0.33	18.62	8.11	151.01	12.53	574.62	30.21	2276.48	0.5	0.41	0.81	0.41	33
22:59:31	1.08	11.54	6.97	80.43	77.22	222.7	31.8	4256.49	0.86	0.48	0.27	0.66	161
22:59:32	3.49	10.5	4.45	46.73	85.75	264.6	28.26	4431.15	0.05	0.86	0.8	0.72	236
22:59:33	0.5	10.17	8.32	84.61	86.71	165.03	28.45	97.07	0.63	0.36	0.04	0.02	66
22:59:34	3.15	12.05	8.34	100.5	15.62	467.61	25.41	974.44	0.15	0.96	0.55	0.21	33
22:59:35	2.02	15.33	9.18	140.73	90.18	670.11	28.35	683.75	0.94	0.88	0.81	0.11	46
22:59:36	3.63	15.29	2.26	34.56	79.84	275.74	31.31	2990.11	0.74	0.67	0.75	0.55	154
22:59:37	4.6	11.74	9.16	107.54	21.84	892.31	28.52	4056.67	0.17	0.86	0.49	0.9	175
22:59:38	1.87	19.05	9.75	185.74	18.6	449.88	25.79	473.06	0.73	0.46	0.88	0.61	6
22:59:39	2.82	14.59	3.21	46.83	45.61	237.97	26.6	295.29	0.57	0.09	0.13	0.69	103
22:59:40	0.21	11.64	9.29	108.14	1.44	227.28	26.85	829.13	0.95	0.91	0.16	0.83	148
22:59:41	1.42	19.0	8.65	164.35	43.49	983.54	31.64	659.8	0.39	0.09	0.39	0.75	55
22:59:42	4.2	16.65	2.17	36.13	74.29	650.97	27.55	2549.85	1.0	0.42	0.15	0.0	2
22:59:43	2.24	14.41	2.43	35.02	19.17	225.33	25.57	4848.45	0.78	0.71	0.57	0.44	212
22:59:44	1.22	12.94	5.03	65.09	82.92	615.1	28.18	1008.54	0.47	0.68	0.71	0.99	182
22:59:45	2.93	17.32	1.62	28.06	75.96	835.79	28.84	764.97	0.64	0.14	0.36	0.79	89
22:59:46	0.15	16.92	3.86	65.31	88.13	841.34	29.39	1076.06	0.49	0.84	0.85	0.88	91
22:59:47	1.72	14.28	7.83	111.81	85.45	923.15	25.51	1977.0	0.72	0.66	0.44	0.02	173
22:59:48	3.77	15.31	3.59	54.96	16.0	927.01	28.31	581.27	0.32	0.24	0.14	0.83	155
22:59:49	4.77	17.17	6.25	107.31	56.74	430.43	29.48	4008.12	0.17	0.32	0.08	0.04	163
22:59:50	2.41	19.03	0.79	15.03	85.65	143.37	30.91	232.18	0.86	0.96	0.14	0.04	99
22:59:51	4.72	13.56	9.99	135.46	68.82	983.77	31.97	2072.91	0.81	0.32	0.8	0.8	40
22:59:52	2.76	18.1	8.11	146.79	45.13	813.68	30.05	3359.66	0.89	0.64	0.12	0.4	31
22:59:53	3.92	10.82	9.36	101.28	37.69	340.1	25.73	1577.65	0.24	0.4	0.13	0.71	215
22:59:54	4.09	18.61	6.75	125.62	48.84	681.59	29.07	1855.46	0.83	0.91	0.74	0.71	128
22:59:55	2.96	10.64	5.71	60.75	88.04	97.03	25.72	2952.62	0.64	0.87	0.39	0.82	84
22:59:56	4.98	10.95	2.64	28.91	11.44	860.85	25.65	705.62	0.69	0.44	0.07	0.43	214
22:59:57	0.5	14.38	7.47	107.42	0.82	218.06	26.75	3287.56	0.86	0.31	0.47	0.97	13
22:59:58	2.11	12.35	2.71	33.47	50.97	186.46	25.64	2137.94	0.26	0.16	0.88	0.86	220
22:59:59	3.68	17.54	4.33	75.95	65.53	289.8	31.56	263.06	0.74	0.57	0.9	0.14	63
23:00:00	1.16	14.02	0.76	10.66	36.71	993.48	27.23	2718.75	0.78	0.63	0.87	0.12	20
23:00:01	4.99	15.22	9.18	139.72	28.57	276.78	31.29	3410.94	0.62	0.52	0.62	0.86	7
23:00:02	0.81	18.89	4.51	85.19	59.07	856.65	25.57	1567.36	0.72	0.9	0.56	0.35	109
23:00:03	2.67	11.14	6.99	77.87	72.91	668.2	29.18	2582.13	0.28	0.15	0.47	0.87	149
23:00:04	3.69	19.86	0.68	13.5	35.66	91.87	28.69	4921.96	0.2	0.06	0.25	0.42	249
23:00:05	4.67	14.19	5.83	82.73	39.2	903.85	31.25	3221.33	0.96	0.39	0.04	0.94	56
23:00:06	1.4	10.79	0.94	10.14	61.46	561.95	27.67	1230.98	0.64	0.12	0.13	0.09	79
23:00:07	3.88	12.73	9.97	126.92	82.61	402.38	26.65	3954.33	0.95	0.13	0.83	0.42	128
23:00:08	2.88	17.6	8.52	149.95	64.58	765.33	25.62	3428.07	0.05	0.25	0.11	0.57	80
23:00:09	3.95	16.35	2.37	38.75	40.57	966.17	28.83	2844.33	0.2	0.74	0.33	0.6	17
23:00:10	1.01	13.9	2.32	32.25	77.14	571.81	28.8	2771.54	0.08	0.45	0.86	0.86	33
23:00:11	1.8	18.76	6.33	118.75	9.34	65.37	27.92	4212.09	0.15	0.86	0.62	0.17	223
23:00:12	1.67	11.24	8.4	94.42	14.11	465.36	26.37	4483.47	0.26	0.23	0.51	0.76	33
23:00:13	4.42	16.01	1.01	16.17	74.64	885.51	28.75	710.77	0.31	0.98	0.78	0.56	242
23:00:14	4.75	14.33	2.58	36.97	52.95	83.1	25.0	4198.18	0.63	0.42	0.9	0.91	200
23:00:15	3.65	18.95	4.9	92.86	14.65	618.96	25.26	4692.28	0.93	0.37	0.2	0.89	104
23:00:16	4.9	14.46	9.42	136.21	97.74	815.07	27.45	28.78	0.98	0.26	0.83	0.32	51
23:00:17	2.23	16.98	1.92	32.6	70.46	327.15	26.66	3626.11	0.89	0.78	0.49	0.28	167
23:00:18	2.35	13.55	8.41	113.96	13.5	363.09	28.95	1227.06	0.62	0.39	0.72	0.69	139
23:00:19	3.53	18.29	3.91	71.51	50.94	315.97	30.86	4212.22	0.13	0.3	0.14	0.08	86
23:00:20	1.28	17.13	3.39	58.07	93.05	1.48	25.43	3947.3	0.0	0.65	0.42	0.46	23
23:00:21	3.98	14.97	9.07	135.78	48.57	123.51	30.54	2630.55	1.0	0.48	0.94	0.98	122
23:00:22	3.62	14.27	8.23	117.44	28.71	788.42	26.71	2230.73	0.86	0.5	0.5	0.64	8
23:00:23	1.77	12.12	6.81	82.54	11.05	850.45	31.68	3840.26	0.35	0.8	0.41	0.56	133
23:00:24	0.93	15.37	1.65	25.36	51.89	52.33	25.19	1448.64	0.92	0.08	0.27	0.52	197
23:00:25	2.56	14.0	2.25	31.5	10.28	518.98	30.43	302.03	0.44	0.12	0.65	0.03	7
23:00:26	0.9	16.77	0.73	12.24	81.47	958.93	31.3	2550.08	0.98	0.87	0.16	0.55	42
23:00:27	4.85	14.7	9.2	135.24	91.34	387.91	26.53	3393.3	0.98	0.46	0.47	0.86	185
23:00:28	4.35	19.87	7.89	156.77	88.13	595.88	31.39	1378.22	0.77	0.84	0.4	0.1	83
23:00:29	0.67	18.3	9.12	166.9	56.51	271.06	28.46	2443.8	0.53	0.58	0.73	0.67	101
23:00:30	0.61	17.35	5.61	97.33	28.57	442.26	30.86	3524.63	0.96	0.04	0.05	0.4	241
23:00:31	4.0	13.56	6.28	85.16	24.41	803.06	30.89	3772.11	0.31	0.23	0.38	0.41	170
23:00:32	3.73	11.92	5.7	67.94	13.67	182.71	25.64	4742.71	0.88	0.54	0.97	0.01	19
23:00:33	2.3	11.6	9.62	111.59	33.95	713.81	28.41	3320.38	0.55	0.98	0.83	0.25	246
23:00:35	2.72	17.69	4.15	73.41	96.02	58.39	28.32	3671.4	0.39	0.98	0.61	0.17	0
23:00:36	1.06	19.27	9.53	183.64	49.62	583.94	25.68	3358.7	0.71	0.43	0.28	0.98	67
23:00:37	4.01	11.07	9.96	110.26	5.68	373.24	29.46	811.19	0.24	0.88	0.99	0.78	127
23:00:38	1.33	18.95	1.93	36.57	98.68	221.1	27.38	2382.15	0.03	0.81	0.65	0.23	120
23:00:39	2.0	16.24	3.74	60.74	96.97	231.9	25.22	4532.31	0.13	0.37	0.65	0.04	162
23:00:40	0.24	15.0	4.62	69.3	55.82	320.92	25.26	1604.67	0.91	0.27	0.21	0.72	218
23:00:41	3.89	12.28	5.59	68.65	45.7	527.33	29.55	1039.08	0.24	0.39	0.58	0.73	35
23:00:42	1.3	11.3	0.68	7.68	61.96	631.79	25.55	874.12	0.61	0.82	0.42	0.38	227
23:00:43	3.56	13.33	1.28	17.06	21.76	622.05	26.86	2419.12	0.13	0.49	0.87	0.98	135
23:00:44	3.03	19.79	4.28	84.7	66.89	287.54	26.69	3311.29	0.74	0.41	0.02	0.46	226
23:00:45	2.49	16.06	3.01	48.34	9.81	862.9	26.85	3653.89	0.57	0.26	0.21	0.38	170
23:00:46	3.04	19.19	9.09	174.44	61.36	529.6	30.09	4485.61	0.72	0.32	0.21	0.1	206
23:00:47	3.96	19.05	8.63	164.4	87.26	217.92	28.38	1146.43	0.82	0.78	0.23	0.45	206
23:00:48	2.42	18.09	6.81	123.19	60.96	211.23	26.09	3405.43	0.29	0.38	0.49	0.12	58
23:00:49	2.24	18.29	9.12	166.8	2.42	877.48	29.36	3760.02	0.63	0.54	0.12	0.4	254
23:00:50	0.31	13.59	0.7	9.51	23.04	419.05	31.39	3286.98	0.62	0.52	0.47	0.13	206
23:00:51	2.98	16.81	1.65	27.74	45.04	175.13	28.14	3567.11	0.76	0.21	0.32	0.88	251
23:00:52	1.95	11.28	6.34	71.52	54.09	758.83	27.29	4857.09	0.56	0.49	0.28	0.81	174
23:00:53	0.38	10.62	2.54	26.97	44.23	93.43	29.03	3024.61	0.77	0.46	0.69	0.38	45
23:00:54	0.77	17.74	9.35	165.87	93.86	516.37	26.96	3451.61	0.34	0.04	0.65	0.02	153
23:00:55	3.63	10.68	2.47	26.38	21.26	123.84	28.59	2707.54	0.77	0.85	0.09	0.85	79
23:00:56	3.69	19.06	9.6	182.98	26.51	781.35	30.63	4293.22	0.75	0.98	0.95	0.48	83
23:00:57	3.4	12.42	3.24	40.24	34.04	914.45	28.17	2749.18	0.77	0.73	0.3	0.76	175
23:00:58	4.0	16.86	7.42	125.1	74.54	736.36	25.46	464.4	0.02	0.94	0.84	0.95	232
23:00:59	0.89	17.82	3.01	53.64	48.23	544.32	28.52	4615.18	0.09	0.65	0.55	0.84	165
23:01:00	1.75	15.48	5.92	91.64	46.82	771.09	28.36	563.22	0.45	0.16	0.96	0.14	242
23:01:01	1.66	12.64	0.75	9.48	91.12	624.73	31.47	3051.83	0.17	0.23	0.43	0.45	254
23:01:02	4.05	15.57	9.19	143.09	21.87	787.24	27.36	568.68	0.79	0.56	0.52	0.69	160
23:01:03	4.11	11.05	1.22	13.48	88.32	90.87	31.71	612.55	0.35	0.64	0.25	0.8	48
23:01:04	2.14	10.44	4.9	51.16	91.84	509.49	26.62	2308.05	0.82	0.02	0.52	0.19	240
23:01:05	3.74	15.1	8.27	124.88	57.57	705.29	25.8	1607.77	0.89	0.94	0.18	0.25	141
23:01:06	1.41	10.56	2.74	28.93	42.9	667.86	25.49	4600.68	0.83	0.07	0.47	0.07	224
23:01:07	3.74	19.11	3.19	60.96	66.3	111.91	26.62	1219.94	0.36	0.86	0.84	0.95	253
